mode,seed,policy,epoch,n_active,churn_units,churn_frac,binding_commitments,commitment_infeasible,capacity_violation,mean_completion,mean_quality
full,1584381347,leases_shortfall,61,4,0,0.0,0,0,0,0.0,0.0
full,1584381347,leases_shortfall,62,4,840,0.5333333333333333,0,0,0,0.0,0.0
full,1584381347,leases_shortfall,63,4,0,0.0,2,0,0,0.0,0.0
full,1584381347,leases_shortfall,64,4,0,0.0,3,0,0,0.0,0.0
full,1584381347,leases_shortfall,65,4,0,0.0,3,0,0,0.0,0.0
full,1584381347,leases_shortfall,66,4,0,0.0,3,0,0,0.0,0.0
full,1584381347,leases_shortfall,67,4,0,0.0,3,0,0,0.0,0.0
full,1584381347,leases_shortfall,68,4,0,0.0,3,0,0,0.0,0.0
full,1584381347,leases_shortfall,69,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,70,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,71,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,72,4,0,0.0,2,0,0,0.0,0.0
full,1584381347,leases_shortfall,73,4,0,0.0,3,0,0,0.0,0.0
full,1584381347,leases_shortfall,74,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,75,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,76,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,77,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,78,4,0,0.0,3,0,0,0.0,0.0
full,1584381347,leases_shortfall,79,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,80,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,81,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,82,4,0,0.0,2,0,0,0.0,0.0
full,1584381347,leases_shortfall,83,4,0,0.0,3,0,0,0.0,0.0
full,1584381347,leases_shortfall,84,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,85,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,86,4,0,0.0,4,0,0,0.0,0.0
full,1584381347,leases_shortfall,87,4,1253,0.7955555555555556,0,0,0,0.05,0.03009578139245641
full,1584381347,leases_shortfall,88,4,0,0.0,1,0,0,0.05,0.03009578139245641
full,1584381347,leases_shortfall,89,4,1008,0.64,0,0,0,0.0,0.0
full,1584381347,leases_shortfall,90,4,1000,0.6349206349206349,0,0,0,0.0,0.0
full,1584381347,leases_shortfall,91,4,0,0.0,1,0,0,0.0,0.0
full,1584381347,leases_shortfall,92,4,0,0.0,1,0,0,0.0,0.0
full,1584381347,leases_shortfall,93,3,457,0.29015873015873017,0,0,0,0.0,0.0
full,1584381347,leases_shortfall,94,3,0,0.0,0,0,0,0.0,0.0
full,1584381347,leases_shortfall,95,3,0,0.0,0,0,0,0.0,0.0
full,1584381347,leases_shortfall,96,3,0,0.0,0,0,0,0.0,0.0
full,1584381347,leases_shortfall,97,3,0,0.0,0,0,0,0.0,0.0
full,1584381347,leases_shortfall,98,2,546,0.3466666666666667,0,0,0,1.0,0.9860285343713886
full,1584381347,leases_shortfall,99,2,0,0.0,1,0,0,1.0,0.9860285343713886
full,3172105424,reoptimize,0,5,1568,0.9955555555555555,0,0,0,0.04,0.03134374586254933
full,3172105424,reoptimize,1,6,1130,0.7174603174603175,0,0,0,0.0,0.0
full,3172105424,reoptimize,2,6,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,3,6,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,4,6,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,5,6,701,0.4450793650793651,0,0,0,0.0,0.0
full,3172105424,reoptimize,6,6,31,0.019682539682539683,0,0,0,0.0,0.0
full,3172105424,reoptimize,7,5,1084,0.6882539682539682,0,0,0,0.0,0.0
full,3172105424,reoptimize,8,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,9,6,578,0.36698412698412697,0,0,0,0.0,0.0
full,3172105424,reoptimize,10,6,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,11,6,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,12,5,325,0.20634920634920634,0,0,0,0.0,0.0
full,3172105424,reoptimize,13,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,14,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,15,5,405,0.2571428571428571,0,0,0,0.04,0.03813153256683742
full,3172105424,reoptimize,16,5,0,0.0,0,0,0,0.04,0.03813153256683742
full,3172105424,reoptimize,17,5,0,0.0,0,0,0,0.04,0.03813153256683742
full,3172105424,reoptimize,18,5,0,0.0,0,0,0,0.04,0.03813153256683742
full,3172105424,reoptimize,19,5,0,0.0,0,0,0,0.04,0.03813153256683742
full,3172105424,reoptimize,20,5,0,0.0,0,0,0,0.04,0.03813153256683742
full,3172105424,reoptimize,21,4,1472,0.9346031746031747,0,0,0,0.0,0.0
full,3172105424,reoptimize,22,4,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,23,4,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,24,4,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,25,4,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,26,4,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,27,4,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,28,5,725,0.4603174603174603,0,0,0,0.08,0.08
full,3172105424,reoptimize,29,5,935,0.5936507936507937,0,0,0,0.0,0.0
full,3172105424,reoptimize,30,5,473,0.42883046237534,0,0,0,0.0,0.0
full,3172105424,reoptimize,31,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,32,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,33,5,18,0.016319129646418858,0,0,0,0.0,0.0
full,3172105424,reoptimize,34,5,425,0.38531278331822305,0,0,0,0.0,0.0
full,3172105424,reoptimize,35,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,36,4,400,0.3626473254759746,0,0,0,0.0,0.0
full,3172105424,reoptimize,37,5,1084,0.9827742520398912,0,0,0,0.0,0.0
full,3172105424,reoptimize,38,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,39,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,40,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,41,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,42,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,43,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,44,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,45,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,46,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,47,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,48,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,49,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,50,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,51,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,52,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,53,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,54,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,55,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,56,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,57,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,58,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,59,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,60,5,472,0.29968253968253966,0,0,0,0.0,0.0
full,3172105424,reoptimize,61,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,62,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,63,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,64,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,65,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,66,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,67,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,68,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,69,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,70,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,71,5,412,0.2615873015873016,0,0,0,0.0,0.0
full,3172105424,reoptimize,72,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,73,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,74,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,75,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,76,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,77,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,78,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,79,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,80,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,81,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,82,5,856,0.5434920634920635,0,0,0,0.0,0.0
full,3172105424,reoptimize,83,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,84,4,496,0.31492063492063493,0,0,0,0.0,0.0
full,3172105424,reoptimize,85,4,0,0.0,0,0,0,0.0,0.0
full,3172105424,reoptimize,86,3,545,0.346031746031746,0,0,0,0.3333333333333333,0.31215389748216726
full,3172105424,reoptimize,87,3,0,0.0,0,0,0,0.3333333333333333,0.31215389748216726
full,3172105424,reoptimize,88,3,605,0.38412698412698415,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,reoptimize,89,3,0,0.0,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,reoptimize,90,3,0,0.0,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,reoptimize,91,3,0,0.0,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,reoptimize,92,3,0,0.0,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,reoptimize,93,3,0,0.0,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,reoptimize,94,3,0,0.0,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,reoptimize,95,3,0,0.0,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,reoptimize,96,3,0,0.0,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,reoptimize,97,3,0,0.0,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,reoptimize,98,2,446,0.2831746031746032,0,0,0,1.0,0.9818276511318863
full,3172105424,reoptimize,99,2,0,0.0,0,0,0,1.0,0.9818276511318863
full,3172105424,permanent_floors,0,5,1568,0.9955555555555555,0,0,0,0.04,0.03134374586254933
full,3172105424,permanent_floors,1,6,587,0.3726984126984127,0,0,0,0.0,0.0
full,3172105424,permanent_floors,2,6,0,0.0,2,0,0,0.0,0.0
full,3172105424,permanent_floors,3,6,0,0.0,2,0,0,0.0,0.0
full,3172105424,permanent_floors,4,6,0,0.0,2,0,0,0.0,0.0
full,3172105424,permanent_floors,5,6,252,0.16,0,0,0,0.0,0.0
full,3172105424,permanent_floors,6,6,156,0.09904761904761905,0,0,0,0.0,0.0
full,3172105424,permanent_floors,7,5,1099,0.6977777777777778,0,0,0,0.0,0.0
full,3172105424,permanent_floors,8,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,9,6,485,0.30793650793650795,0,0,0,0.03333333333333333,0.02214265877867595
full,3172105424,permanent_floors,10,6,0,0.0,1,0,0,0.03333333333333333,0.02214265877867595
full,3172105424,permanent_floors,11,6,0,0.0,1,0,0,0.03333333333333333,0.02214265877867595
full,3172105424,permanent_floors,12,5,276,0.17523809523809525,1,0,0,0.0,0.0
full,3172105424,permanent_floors,13,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,14,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,15,5,192,0.1219047619047619,0,0,0,0.04,0.03813153256683742
full,3172105424,permanent_floors,16,5,0,0.0,1,0,0,0.04,0.03813153256683742
full,3172105424,permanent_floors,17,5,0,0.0,1,0,0,0.04,0.03813153256683742
full,3172105424,permanent_floors,18,5,0,0.0,1,0,0,0.04,0.03813153256683742
full,3172105424,permanent_floors,19,5,0,0.0,1,0,0,0.04,0.03813153256683742
full,3172105424,permanent_floors,20,5,0,0.0,1,0,0,0.04,0.03813153256683742
full,3172105424,permanent_floors,21,4,1318,0.8368253968253968,0,0,0,0.0,0.0
full,3172105424,permanent_floors,22,4,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,23,4,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,24,4,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,25,4,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,26,4,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,27,4,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,28,5,734,0.466031746031746,1,0,0,0.2,0.18729233848930035
full,3172105424,permanent_floors,29,5,637,0.40444444444444444,0,0,0,0.0,0.0
full,3172105424,permanent_floors,30,5,656,0.5947416137805984,0,1,0,0.0,0.0
full,3172105424,permanent_floors,31,5,0,0.0,0,1,0,0.0,0.0
full,3172105424,permanent_floors,32,5,0,0.0,0,1,0,0.0,0.0
full,3172105424,permanent_floors,33,5,18,0.016319129646418858,0,1,0,0.0,0.0
full,3172105424,permanent_floors,34,5,425,0.38531278331822305,0,1,0,0.0,0.0
full,3172105424,permanent_floors,35,5,0,0.0,1,1,0,0.0,0.0
full,3172105424,permanent_floors,36,4,400,0.3626473254759746,0,1,0,0.0,0.0
full,3172105424,permanent_floors,37,5,1144,1.0371713508612874,0,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,38,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,39,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,40,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,41,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,42,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,43,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,44,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,45,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,46,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,47,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,48,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,49,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,50,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,51,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,52,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,53,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,54,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,55,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,56,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,57,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,58,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,59,5,0,0.0,2,0,0,0.04,0.02914173719512243
full,3172105424,permanent_floors,60,5,822,0.5219047619047619,0,0,0,0.0,0.0
full,3172105424,permanent_floors,61,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,62,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,63,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,64,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,65,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,66,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,67,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,68,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,69,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,70,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,71,5,368,0.23365079365079366,0,0,0,0.0,0.0
full,3172105424,permanent_floors,72,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,73,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,74,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,75,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,76,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,77,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,78,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,79,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,80,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,81,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,82,5,856,0.5434920634920635,0,0,0,0.0,0.0
full,3172105424,permanent_floors,83,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,permanent_floors,84,4,496,0.31492063492063493,0,0,0,0.0,0.0
full,3172105424,permanent_floors,85,4,0,0.0,0,0,0,0.0,0.0
full,3172105424,permanent_floors,86,3,545,0.346031746031746,0,0,0,0.3333333333333333,0.31215389748216726
full,3172105424,permanent_floors,87,3,0,0.0,0,0,0,0.3333333333333333,0.31215389748216726
full,3172105424,permanent_floors,88,3,605,0.38412698412698415,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,permanent_floors,89,3,2,0.0012698412698412698,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,permanent_floors,90,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,permanent_floors,91,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,permanent_floors,92,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,permanent_floors,93,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,permanent_floors,94,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,permanent_floors,95,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,permanent_floors,96,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,permanent_floors,97,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,permanent_floors,98,2,446,0.2831746031746032,0,0,0,1.0,0.9818276511318863
full,3172105424,permanent_floors,99,2,0,0.0,0,0,0,1.0,0.9818276511318863
full,3172105424,leases,0,5,1568,0.9955555555555555,0,0,0,0.04,0.03134374586254933
full,3172105424,leases,1,6,587,0.3726984126984127,0,0,0,0.0,0.0
full,3172105424,leases,2,6,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,3,6,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,4,6,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,5,6,252,0.16,0,0,0,0.0,0.0
full,3172105424,leases,6,6,156,0.09904761904761905,0,0,0,0.0,0.0
full,3172105424,leases,7,5,1099,0.6977777777777778,0,0,0,0.0,0.0
full,3172105424,leases,8,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,leases,9,6,485,0.30793650793650795,0,0,0,0.03333333333333333,0.02214265877867595
full,3172105424,leases,10,6,170,0.10793650793650794,0,0,0,0.03333333333333333,0.02214265877867595
full,3172105424,leases,11,6,0,0.0,2,0,0,0.03333333333333333,0.02214265877867595
full,3172105424,leases,12,5,327,0.20761904761904762,0,0,0,0.0,0.0
full,3172105424,leases,13,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,leases,14,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,leases,15,5,293,0.18603174603174602,1,0,0,0.04,0.03813153256683742
full,3172105424,leases,16,5,0,0.0,2,0,0,0.04,0.03813153256683742
full,3172105424,leases,17,5,126,0.08,0,0,0,0.04,0.03813153256683742
full,3172105424,leases,18,5,0,0.0,1,0,0,0.04,0.03813153256683742
full,3172105424,leases,19,5,0,0.0,1,0,0,0.04,0.03813153256683742
full,3172105424,leases,20,5,0,0.0,1,0,0,0.04,0.03813153256683742
full,3172105424,leases,21,4,1472,0.9346031746031747,0,0,0,0.0,0.0
full,3172105424,leases,22,4,0,0.0,1,0,0,0.0,0.0
full,3172105424,leases,23,4,0,0.0,1,0,0,0.0,0.0
full,3172105424,leases,24,4,0,0.0,1,0,0,0.0,0.0
full,3172105424,leases,25,4,0,0.0,1,0,0,0.0,0.0
full,3172105424,leases,26,4,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,27,4,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,28,5,355,0.2253968253968254,1,0,0,0.04,0.04
full,3172105424,leases,29,5,265,0.16825396825396827,0,0,0,0.0,0.0
full,3172105424,leases,30,5,832,0.7543064369900272,0,1,0,0.0,0.0
full,3172105424,leases,31,5,655,0.5938349954669084,0,0,0,0.04,0.04
full,3172105424,leases,32,5,0,0.0,1,0,0,0.04,0.04
full,3172105424,leases,33,5,310,0.2810516772438803,0,0,0,0.04,0.04
full,3172105424,leases,34,5,0,0.0,1,0,0,0.04,0.04
full,3172105424,leases,35,5,368,0.33363553943789664,0,0,0,0.04,0.04
full,3172105424,leases,36,4,260,0.2357207615593835,0,0,0,0.1,0.08723598573027815
full,3172105424,leases,37,5,1078,0.9773345421577516,0,0,0,0.0,0.0
full,3172105424,leases,38,5,0,0.0,3,0,0,0.0,0.0
full,3172105424,leases,39,5,0,0.0,3,0,0,0.0,0.0
full,3172105424,leases,40,5,0,0.0,3,0,0,0.0,0.0
full,3172105424,leases,41,5,0,0.0,3,0,0,0.0,0.0
full,3172105424,leases,42,5,0,0.0,3,0,0,0.0,0.0
full,3172105424,leases,43,5,0,0.0,3,0,0,0.0,0.0
full,3172105424,leases,44,5,0,0.0,4,0,0,0.0,0.0
full,3172105424,leases,45,5,0,0.0,4,0,0,0.0,0.0
full,3172105424,leases,46,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,47,5,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,48,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,49,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,50,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,51,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,52,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,53,5,0,0.0,4,0,0,0.0,0.0
full,3172105424,leases,54,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,55,5,0,0.0,4,0,0,0.0,0.0
full,3172105424,leases,56,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,57,5,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,58,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,59,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,60,5,472,0.29968253968253966,0,0,0,0.0,0.0
full,3172105424,leases,61,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,leases,62,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,leases,63,5,0,0.0,0,0,0,0.0,0.0
full,3172105424,leases,64,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,leases,65,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,leases,66,5,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,67,5,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,68,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,69,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,70,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,71,5,410,0.26031746031746034,0,0,0,0.0,0.0
full,3172105424,leases,72,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,leases,73,5,0,0.0,1,0,0,0.0,0.0
full,3172105424,leases,74,5,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,75,5,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases,76,5,0,0.0,3,0,0,0.0,0.0
full,3172105424,leases,77,5,0,0.0,3,0,0,0.0,0.0
full,3172105424,leases,78,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,79,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,80,5,0,0.0,5,0,0,0.0,0.0
full,3172105424,leases,81,5,0,0.0,4,0,0,0.0,0.0
full,3172105424,leases,82,5,844,0.5358730158730158,0,0,0,0.0,0.0
full,3172105424,leases,83,5,7,0.0044444444444444444,0,0,0,0.0,0.0
full,3172105424,leases,84,4,499,0.31682539682539684,0,0,0,0.0,0.0
full,3172105424,leases,85,4,0,0.0,0,0,0,0.0,0.0
full,3172105424,leases,86,3,545,0.346031746031746,0,0,0,0.3333333333333333,0.31215389748216726
full,3172105424,leases,87,3,0,0.0,0,0,0,0.3333333333333333,0.31215389748216726
full,3172105424,leases,88,3,605,0.38412698412698415,0,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,leases,89,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,leases,90,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,leases,91,3,0,0.0,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,leases,92,3,2,0.0012698412698412698,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,leases,93,3,0,0.0,2,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,leases,94,3,0,0.0,2,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,leases,95,3,2,0.0012698412698412698,1,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,leases,96,3,2,0.0012698412698412698,2,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,leases,97,3,0,0.0,2,0,0,0.5333333333333333,0.5068222430706751
full,3172105424,leases,98,2,445,0.28253968253968254,0,0,0,1.0,0.9818276511318863
full,3172105424,leases,99,2,0,0.0,1,0,0,1.0,0.9818276511318863
full,3172105424,leases_shortfall,0,5,1568,0.9955555555555555,0,0,0,0.04,0.03134374586254933
full,3172105424,leases_shortfall,1,6,587,0.3726984126984127,0,0,0,0.0,0.0
full,3172105424,leases_shortfall,2,6,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases_shortfall,3,6,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases_shortfall,4,6,0,0.0,2,0,0,0.0,0.0
full,3172105424,leases_shortfall,5,6,252,0.16,0,0,0,0.0,0.0
full,3172105424,leases_shortfall,6,6,156,0.09904761904761905,0,0,0,0.0,0.0
full,3172105424,leases_shortfall,7,5,1099,0.6977777777777778,0,0,0,0.0,0.0
full,3172105424,leases_shortfall,8,5,0,0.0,1,0,0,0.0,0.0
